ID;TAG NAME;URL;NOME FILE;NOME ATTUALE;TESTO ALT;HREF;TESTO NEL TAG;FORMATO;STATUS
1094;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-moda-mare-l22.html;COSTUMI;;
1095;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-scarpe-l54.html;Scarpe;;
1096;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-scarpe-l54.html;Visualizza tutto;;
1097;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-scarpe-sandali-l62.html;Sandalo;;
1098;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-scarpe-scarpe-l64.html;Scarpe;;
1099;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-scarpe-sneakers-l66.html;Sportive;;
1100;a;;;;;https://www.zara.com/it/it/bambini-neonato-scarpe-trend-l2312.html;Basics;;
1101;a;;;;;https://www.zara.com/it/it/bambini-neonato-scarpe-trend-l2312.html;Summer Shoes;;
1102;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-scarpe-stivali-l59.html;Stivali;;
1103;a;;;;;https://www.zara.com/it/it/uomo-accessori-bigiotteria-l1563.html;Bigiotteria | Orologi;;
1104;a;;;;;https://www.zara.com/it/it/uomo-accessori-altro-l549.html;Pigiami;;
1105;li;;;;;;Cinture;;
1106;a;;;;;https://www.zara.com/it/it/uomo-accessori-cinture-l538.html;Cinture;;
1107;li;;;;;;Sciarpe e Foulard;;
1108;a;;;;;https://www.zara.com/it/it/uomo-accessori-sciarpe-l553.html;Sciarpe e Foulard;;
1109;li;;;;;;Portacellulari e Accessori;;
1110;a;;;;;https://www.zara.com/it/it/uomo-accessori-piccole-dimensioni-l1940.html;Portacellulari e Accessori;;
1111;li;;;;;;Pet Collection;;
1112;a;;;;;https://www.zara.com/it/it/home-living-room-pets-l4102.html;Pet Collection;;
1113;a;;;;;https://www.zara.com/it/it/tuta-in-spugna-a-righe-snoopy-%C2%AE-peanuts-p01165701.html;;;
1114;div;;;;;;NUOVO;;
1115;a;;;;;https://www.zara.com/it/it/tuta-in-spugna-a-righe-snoopy-%C2%AE-peanuts-p01165701.html;TUTA IN SPUGNA A RIGHE SNOOPY ® PEANUTS;;
1116;span;;;;;;TUTA IN SPUGNA A RIGHE SNOOPY ® PEANUTS;;
1117;div;;;;;;19,95 EUR;;
1118;li;;;;;;"Vestiti da BambinaLa nostra collezione di vestiti da bambina soddisfa ogni gusto. I vestiti semplici ed elasticizzati sono amati per la loro comodità; i vestiti maxi e mini piacciono per le credenziali versatili; mentre i nostri design presentano dettagli speciali come ricami, decorazioni e trame alla moda. Un vestito indossato con un cardigan o un maglione crea un outfit senza tempo, mentre per una svolta più trendy puoi giocare con le scarpe e le sneakers.";;
1119;h1;;;;;;Vestiti da Bambina;;
1120;a;;;;;https://www.zara.com/it/it/bambini-bambino-magliette-licenza-l1716.html;Licenze®;;
1121;a;;;;;https://www.zara.com/it/it/bambini-bambino-tshirt-maniche-corte-l294.html;Maniche Corte;;
1122;li;;;;;;Our Classics;;
1123;a;;;;;https://www.zara.com/it/it/kids-girl-perfumes-our-classics-l4161.html;Our Classics;;
1124;li;;;;;;ACCESSORIVedi TuttoBerretti | CappelliAccessori per capelliBigiotteria;;
1125;a;;;;;https://www.zara.com/it/it/bambini-bambina-accessori-l326.html;ACCESSORI;;
1126;ul;;;;;;Vedi TuttoBerretti | CappelliAccessori per capelliBigiotteria;;
1127;a;;;;;https://www.zara.com/it/it/bambini-bambina-accessori-l326.html;Vedi Tutto;;
1128;a;;;;;https://www.zara.com/it/it/bambini-bambina-accessori-cappelli-l332.html;Berretti | Cappelli;;
1129;li;;;;;;Accessori per capelli;;
1130;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-Cn.0a264359.eot?#iefix;NeueHelveticaforZara-Cn.0a264359.eot?#iefix;;;;;;403
1131;li;;;;;;Profumi;;
1132;a;;;;;https://www.zara.com/it/it/donna-bellezza-profumi-l1415.html;Profumi;;
1133;ul;;;;;;Visualizza TuttoEmotionsDayNightWeekendSeasonal;;
1134;a;;;;;https://www.zara.com/it/it/donna-bellezza-profumi-l1415.html;Visualizza Tutto;;
1135;li;;;;;;Emotions;;
1136;a;;;;;https://www.zara.com/it/it/woman-trend-15-l1864.html;Emotions;;
1137;li;;;;;;Day;;
1138;a;;;;;https://www.zara.com/it/it/woman-trend-11-l1860.html;Day;;
1139;li;;;;;;Portafogli;;
1140;a;;;;;https://www.zara.com/it/it/uomo-borse-portafogli-l586.html;Portafogli;;
1141;img;https://static.zara.net/photos///2021/V/0/3/p/4479/643/046/102/w/303/4479643046_1_1_1.jpg?ts=1619596749732;4479643046_1_1_1.jpg?ts=1619596749732;;VESTITO LINGERIE CON ELASTICI COMBINATO;;;.jpg;200
1142;a;;;;;https://www.zara.com/it/it/donna-pantaloni-l1335.html;PANTALONI;;
1143;ul;;;;;;Visualizza TuttoPinceJoggersMorbidiLeggings;;
1144;a;;;;;https://www.zara.com/it/it/donna-jeans-l1119.html;JEANS;;
1145;ul;;;;;;Visualizza TuttoVita AltaVita MediaLarghiA SigarettaMom FitDrittiFlaredBaggy;;
1146;a;;;;;https://www.zara.com/it/it/donna-jeans-l1119.html;Visualizza Tutto;;
1147;a;;;;;https://www.zara.com/it/it/bambini-bambino-bermuda-l203.html;BERMUDA;;
1148;ul;;;;;;Vedi TuttoDenimJoggersCasual;;
1149;a;;;;;https://www.zara.com/it/it/bambini-bambino-bermuda-l203.html;Vedi Tutto;;
1150;a;;;;;https://www.zara.com/it/it/kids-boy-bermudas-denim-l4438.html;Denim;;
1151;a;;;;;https://www.zara.com/it/it/kids-boy-bermudas-joggers-l4439.html;Joggers;;
1152;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-accessori-l90.html;Vedi Tutto;;
1153;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-accessori-cappelli-l92.html;Berretti | Cappelli;;
1154;a;;;;;#;SUMMER COLOURSNEW;;
1155;img;https://static.zara.net/photos///2021/V/0/3/p/1639/623/250/102/w/222/1639623250_1_1_1.jpg?ts=1617791724846;1639623250_1_1_1.jpg?ts=1617791724846;;TUTA DENIM GARMENT;;;.jpg;200
1156;a;;;;;https://www.zara.com/it/it/kids-babyboy-bermudas-jumpsuits-l4463.html;SALOPETTE;;
1157;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-pantaloni-l76.html;LEGGINGS | PANTALONI;;
1158;ul;;;;;;Vedi TuttoLeggingsPantaloniTINTA UNITASTAMPATISALOPETTEJoggers;;
1159;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-pantaloni-l76.html;Vedi Tutto;;
1160;a;;;;;https://www.zara.com/it/it/kids-babyboy-trousers-leggings-l3125.html;Leggings;;
1161;a;;;;;https://www.zara.com/it/it/kids-babyboy-trousers-trousers-l3126.html;Pantaloni;;
1162;a;;;;;https://www.zara.com/it/it/kids-babyboy-trousers-plain-l4478.html;TINTA UNITA;;
1163;li;;;;;;COSTUMI;;
1164;a;;;;;https://www.zara.com/it/it/bambini-bambina-moda-mare-l350.html;COSTUMI;;
1165;li;;;;;;SCARPEVisualizza tuttoSandaloModa mareScarpeSportiveSneaker StivalettoStivali | stivalettiPelleDIVIDER_MENU_2Special prices;;
1166;img;https://static.zara.net/photos///2021/V/0/3/p/2553/602/800/2/w/222/2553602800_6_1_1.jpg?ts=1611144295762;2553602800_6_1_1.jpg?ts=1611144295762;;VESTITO CHEMISIER CON FRANGE;;;.jpg;200
1167;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-Cn.8fbe88b3.woff;NeueHelveticaforZara-Cn.8fbe88b3.woff;;;;;;403
1168;li;;;;;;+ InfoNewsletterContattoNegoziAiutoCarta RegaloE-Carta RegaloCarta RegaloConsulta saldoAttiva cartaStampaAziendaUfficiLavora con noi;;
1169;a;;;;;https://www.zara.com/it/it/z-info-l1397.html;+ Info;;
1170;span;;;;;;+ Info;;
1171;ul;;;;;;NewsletterContattoNegoziAiutoCarta RegaloE-Carta RegaloCarta RegaloConsulta saldoAttiva cartaStampaAziendaUfficiLavora con noi;;
1172;li;;;;;;Newsletter;;
1173;a;;;;;https://www.zara.com/it/it/z-newsletter-nl1400.html;Newsletter;;
1174;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-tshirt-maniche-corte-l82.html;Maniche Corte;;
1175;a;;;;;https://www.zara.com/it/it/kids-babyboy-tshirts-long-sleeved-l3182.html;Maniche Lunghe;;
1176;li;;;;;;SENZA MANICHE;;
1177;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-tshirt-senza-maniche-l83.html;SENZA MANICHE;;
1178;a;;;;;https://www.zara.com/it/it/kids-babyboy-tshirts-licenses-l3926.html;Licenze®;;
1179;a;;;;;https://www.zara.com/it/it/kids-babyboy-tshirts-packs-l3927.html;PACK;;
1180;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-tshirt-basic-l80.html;Basics;;
1181;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-bermuda-l25.html;BERMUDA;;
1182;ul;;;;;;Vedi TuttoTinta unitaStampateDenimCOTONESETSALOPETTE;;
1183;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-bermuda-l25.html;Vedi Tutto;;
1184;li;;;;;;DIVIDER_MENU_9;;
1185;a;;;;;https://www.zara.com/it/it/uomo-c841530.html;DIVIDER_MENU_9;;
1186;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-tshirt-l78.html;MAGLIETTE;;
1187;ul;;;;;;Visualizza tuttoTinta unitaFantasiaManiche CorteManiche LungheSENZA MANICHELicenze®PACKBasics;;
1188;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-tshirt-l78.html;Visualizza tutto;;
1189;a;;;;;https://www.zara.com/it/it/kids-babyboy-tshirts-plain-l3924.html;Tinta unita;;
1190;a;;;;;https://www.zara.com/it/it/kids-babyboy-tshirts-printed-l3925.html;Fantasia;;
1191;a;;;;;https://www.zara.com/it/it/kids-babyboy-bermudas-cotton-l4464.html;COTONE;;
1192;li;;;;;;SET;;
1193;a;;;;;https://www.zara.com/it/it/kids-babyboy-bermudas-sets-l4462.html;SET;;
1194;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-Roman.27db4ea0.ttf;NeueHelveticaforZara-Roman.27db4ea0.ttf;;;;;;403
1195;li;;;;;;Cappelli e Berretti;;
1196;a;;;;;https://www.zara.com/it/it/uomo-accessori-berretti-cappelli-l546.html;Cappelli e Berretti;;
1197;li;;;;;;Occhiali da Sole;;
1198;a;;;;;https://www.zara.com/it/it/uomo-accessori-occhiali-da-sole-l558.html;Occhiali da Sole;;
1199;li;;;;;;Calzini;;
1200;a;;;;;https://www.zara.com/it/it/uomo-accessori-calzini-l555.html;Calzini;;
1201;li;;;;;;Underwear;;
1202;a;;;;;https://www.zara.com/it/it/uomo-intimo-l875.html;Underwear;;
1203;li;;;;;;Bigiotteria | Orologi;;
1204;ul;;;;;;Vedi TuttoHoodiesFantasiaTinta unitaBASIC;;
1205;li;;;;;;Chi siamo;;
1206;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/z-azienda-l1391.html?v1=11112;Chi siamo;;
1207;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/z-azienda-l1391.html?v1=18002;Uffici;;
1208;li;;;;;;Punti vendita;;
1209;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/z-store-l1404.html?v1=11108;Punti vendita;;
1210;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/it/it/z-lavoro-l1398.html?v1=18003;Lavora con noi;;
1211;li;;;;;;"Politiche
 Politica sulla privacy 
 Condizioni d´acquisto 
 Condizioni Carta Regalo 
 Condizioni di Utilizzo del Video Regalo 
Impostazioni cookie";;
1212;li;;;;;;Politiche;;
1213;li;;;;;;Politica sulla privacy;;
1214;a;;;;;https://static.zara.net/static/pdfs/IT/privacy-policy/privacy-policy-it_IT-20201030.pdf;Politica sulla privacy;;
1215;script;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundle~catalo~310e23ad.js;catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundle~catalo~310e23ad.js;;;;;;
1216;a;;;;;https://www.zara.com/it/it/tuta-a-coste-con-bottoni-p01608608.html;;;
1217;a;;;;;https://www.zara.com/it/it/tuta-a-coste-con-bottoni-p01608608.html;TUTA A COSTE CON BOTTONI;;
1218;span;;;;;;TUTA A COSTE CON BOTTONI;;
1219;li;;;;;;TUTA A COSTE CHEMISIER19,95 EUR;;
1220;a;;;;;https://www.zara.com/it/it/tuta-a-coste-chemisier-p00283601.html;;;
1221;a;;;;;https://www.zara.com/it/it/tuta-a-coste-chemisier-p00283601.html;TUTA A COSTE CHEMISIER;;
1222;span;;;;;;TUTA A COSTE CHEMISIER;;
1223;li;;;;;;TUTA WAFFLE CON RICAMO17,95 EUR;;
1224;li;;;;;;Stampate;;
1225;a;;;;;https://www.zara.com/it/it/uomo-tshirt-stampato-l867.html;Stampate;;
1226;li;;;;;;APERTE;;
1227;a;;;;;https://www.zara.com/it/it/z-zara-card/activation?c=815530;Attiva Carta;;
1228;li;;;;;;Consulta Saldo;;
1229;a;;;;;https://www.zara.com/it/it/z-zara-card/balance?c=815531;Consulta Saldo;;
1230;a;;;;;#;INTIMO;;
1231;li;;;;;;CAMPAIGNEditorialCollezione;;
1232;a;;;;;https://www.zara.com/it/it/donna-studio-mkt1317.html;CAMPAIGN;;
1233;span;;;;;;CAMPAIGN;;
1234;script;https://static.zara.net/stdstatic/1.215.0-b.57/js/v2/bundles/catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundle~catalo~eafb2bc1.js;catalog-category-products-category-bundle~catalog-home-bundle~catalog-join-life-detail-bundle~catalo~eafb2bc1.js;;;;;;
1235;li;;;;;;Cookie di pubblicità comportamentale;;
1236;div;;;;;;"La tua privacyI cookie e altre tecnologie simili sono una parte fondamentale del funzionamento della nostra Piattaforma. L’obiettivo principale dei cookie è rendere l’esperienza di navigazione più comoda ed efficiente, nonché consentirci di migliorare i nostri servizi e la Piattaforma stessa. Inoltre, i cookie vengono utilizzati per mostrare pubblicità che risulti interessante per l’utente quando visita i siti Web e le app di terzi.
Qui sono disponibili tutte le informazioni sui cookie che utilizziamo e sarà possibile attivarli e/o disattivarli secondo le proprie preferenze, salvo i Cookie strettamente necessari per il funzionamento della Piattaforma.
È importante tenere conto del fatto che il blocco di alcuni cookie può condizionare l’esperienza sulla Piattaforma e il suo funzionamento.
Premendo “Conferma le impostazioni”, la selezione relativa ai cookie effettuata verrà salvata. Se non è stata selezionata alcuna opzione, premere questo pulsante equivarrà a rifiutare tutti i cookie.  
Per ulteriori informazioni, è possibile consultare la nostra
                        Ulteriori informazioniCookie strettamente necessariSempre attiviQuesti cookie sono necessari affinché la Piattaforma funzioni e non possono essere disattivati sui nostri sistemi. Normalmente sono configurati per rispondere ad azioni compiute dall’utente per ricevere servizi, per esempio configurazione delle impostazioni sulla privacy, avvio della sessione sul sito o compilazione di moduli. L’utente può configurare il browser per bloccare o segnalare la presenza di questi cookie, ma alcune parti della Piattaforma non funzioneranno.Dettagli dei cookie‎Cookie di analisi  Cookie di analisi InattiviQuesti cookie ci consentono di quantificare le visite e analizzare l’origine del traffico per poter misurare e migliorare le prestazioni della nostra Piattaforma. Ci permettono di sapere quali pagine sono le più o le meno popolari e di vedere quante persone visitano il sito. Se l’utente non autorizza l’uso di questi cookie, non potremo sapere quando visita la nostra Piattaforma.Dettagli dei cookie‎Cookie di funzionalità o personalizzazione  Cookie di funzionalità o personalizzazione InattiviQuesti cookie fanno in modo che la Piattaforma offra una migliore funzionalità e personalizzazione. Possono essere impostati da noi o da terze parti i cui servizi sono integrati nelle nostre pagine. Se l’utente non autorizza l’uso di questi cookie, alcuni dei nostri servizi non funzioneranno correttamente.Dettagli dei cookie‎Cookie di pubblicità comportamentale  Cookie di pubblicità comportamentale InattiviQuesti cookie possono trovarsi su tutta la Piattaforma, inseriti dai nostri partner pubblicitari. Tali soggetti terzi possono utilizzarli per creare un profilo degli interessi degli utenti e mostrare loro annunci pertinenti su altri siti. Se l’utente non autorizza l’uso di questi cookie, potrà ricevere meno pubblicità mirata.Dettagli dei cookie‎";;
1237;div;;;;;;"La tua privacyI cookie e altre tecnologie simili sono una parte fondamentale del funzionamento della nostra Piattaforma. L’obiettivo principale dei cookie è rendere l’esperienza di navigazione più comoda ed efficiente, nonché consentirci di migliorare i nostri servizi e la Piattaforma stessa. Inoltre, i cookie vengono utilizzati per mostrare pubblicità che risulti interessante per l’utente quando visita i siti Web e le app di terzi.
Qui sono disponibili tutte le informazioni sui cookie che utilizziamo e sarà possibile attivarli e/o disattivarli secondo le proprie preferenze, salvo i Cookie strettamente necessari per il funzionamento della Piattaforma.
È importante tenere conto del fatto che il blocco di alcuni cookie può condizionare l’esperienza sulla Piattaforma e il suo funzionamento.
Premendo “Conferma le impostazioni”, la selezione relativa ai cookie effettuata verrà salvata. Se non è stata selezionata alcuna opzione, premere questo pulsante equivarrà a rifiutare tutti i cookie.  
Per ulteriori informazioni, è possibile consultare la nostra
                        Ulteriori informazioni";;
1238;p;;;;;;"I cookie e altre tecnologie simili sono una parte fondamentale del funzionamento della nostra Piattaforma. L’obiettivo principale dei cookie è rendere l’esperienza di navigazione più comoda ed efficiente, nonché consentirci di migliorare i nostri servizi e la Piattaforma stessa. Inoltre, i cookie vengono utilizzati per mostrare pubblicità che risulti interessante per l’utente quando visita i siti Web e le app di terzi.
Qui sono disponibili tutte le informazioni sui cookie che utilizziamo e sarà possibile attivarli e/o disattivarli secondo le proprie preferenze, salvo i Cookie strettamente necessari per il funzionamento della Piattaforma.
È importante tenere conto del fatto che il blocco di alcuni cookie può condizionare l’esperienza sulla Piattaforma e il suo funzionamento.
Premendo “Conferma le impostazioni”, la selezione relativa ai cookie effettuata verrà salvata. Se non è stata selezionata alcuna opzione, premere questo pulsante equivarrà a rifiutare tutti i cookie.  
Per ulteriori informazioni, è possibile consultare la nostra
                        Ulteriori informazioni";;
1239;a;;;;;https://static.zara.net/static/pdfs/ZARA/cookies-policy/cookies-policy-it_IT-20201028.pdf;Ulteriori informazioni;;
1240;div;;;;;;Cookie strettamente necessariSempre attiviQuesti cookie sono necessari affinché la Piattaforma funzioni e non possono essere disattivati sui nostri sistemi. Normalmente sono configurati per rispondere ad azioni compiute dall’utente per ricevere servizi, per esempio configurazione delle impostazioni sulla privacy, avvio della sessione sul sito o compilazione di moduli. L’utente può configurare il browser per bloccare o segnalare la presenza di questi cookie, ma alcune parti della Piattaforma non funzioneranno.Dettagli dei cookie‎;;
1241;div;;;;;;Cookie strettamente necessariSempre attivi;;
1242;div;;;;;;Sempre attivi;;
1243;p;;;;;;Questi cookie sono necessari affinché la Piattaforma funzioni e non possono essere disattivati sui nostri sistemi. Normalmente sono configurati per rispondere ad azioni compiute dall’utente per ricevere servizi, per esempio configurazione delle impostazioni sulla privacy, avvio della sessione sul sito o compilazione di moduli. L’utente può configurare il browser per bloccare o segnalare la presenza di questi cookie, ma alcune parti della Piattaforma non funzioneranno.;;
1244;div;;;;;;Dettagli dei cookie‎;;
1245;img;https://static.zara.net/photos///2021/V/0/3/p/6462/601/615/2/w/222/6462601615_6_1_1.jpg?ts=1611088114871;6462601615_6_1_1.jpg?ts=1611088114871;;VESTITO IN FELPA A COSTE;;;.jpg;200
1246;img;https://static.zara.net/photos///2021/V/0/3/p/6462/602/803/2/w/222/6462602803_6_1_1.jpg?ts=1611088103722;6462602803_6_1_1.jpg?ts=1611088103722;;VESTITO IN FELPA MÉLANGE;;;.jpg;200
1247;li;;;;;;Attiva carta;;
1248;a;;;;;https://www.zara.com/it/it/z-zara-card/activation?c=815539;Attiva carta;;
1249;li;;;;;;Consulta saldo;;
1250;a;;;;;https://www.zara.com/it/it/z-zara-card/balance?c=815540;Consulta saldo;;
1251;a;;;;;https://www.zara.com/it/it/srpls-uomo-l1880.html;ZARA SRPLS;;
1252;li;;;;;;BAMBINIBAMBINA | 6-14 ANNINOVITÀSUMMER COLOURSNEWMAGLIETTEVedi TuttoTinta unitaFantasiaLicenze®TeenCROPPEDSPALLINEBasicsManiche LungheVESTITI | SALOPETTEVedi TuttoVestitiTuteDENIMSpecial OccasionsGONNE | SHORTSVedi TuttoGonneShortsDENIMLEGGINGS | PANTALONIVedi TuttoLeggings | JeggingsPantaloniJOGGERSportCulottePACKJEANSVisualizza TuttoSkinnyMom FitWIDE LEGPAPERBAGNew FitsFELPEVedi TuttoTinta unitaFantasiaLicenze®APERTEBASICSGIUBBOTTIVisualizza TuttoPiumini | ImbottitiCappotti | ParkaGiubbotti | GiletGiacche stile camiciaCAMICIEVisualizza TuttoCamicieCamicette | TopOVERSHIRTSMAGLIERIAVedi TuttoMaglieCardigan E GiaccheVestiti | PantaloniBASICSSPORTSSPORTY IISPORTY ITOTAL LOOKDENIMBASICSCARTOONSCOSTUMISCARPEVisualizza tuttoSandaloModa mareScarpeSportiveSneaker StivalettoStivali | stivalettiPelleDIVIDER_MENU_2Special pricesBORSE | ZAINIVisualizza tuttoBorseZainiMarsupiUNDERWEAR | PIGIAMIVedi TuttoPigiamiUnderwearCalzini | CalzePROFUMIVisualizza TuttoEmotionsCartoonsOur ClassicsACCESSORIVedi TuttoBerretti | CappelliAccessori per capelliBigiotteriaSPECIAL PRICESNEWJOIN LIFE COLLECTIONCARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldoBAMBINO | 6-14 ANNINOVITÀPANTONE COLLECTIONDIVIDER_MENU_8FELPEVedi TuttoHoodiesFantasiaTinta unitaBASICMAGLIETTEVedi TuttoTinta unitaFantasiaLicenze®Maniche CorteBasicsBERMUDAVedi TuttoDenimJoggersCasualPANTALONIVedi TuttoCASUALJOGGERCARGOFORMALEJEANSCAMICIEGIUBBOTTILICENZESPORTSVedi TuttoSPORTY IVSporty IIISporty IISporty IBasic JoggingBASICSVedi TuttoTopsFelpeMagliettePantaloniAccessori | UnderwearScarpe | BorseMAGLIERIATOTAL LOOKBE COMFORTABLESCARPEVisualizza tuttoSandaloModa mareScarpeSportiveSneaker StivalettoStivaliPelleDIVIDER_MENU_2Special pricesBORSE | ZAINIVisualizza tuttoZainiMarsupi e tracolleCOSTUMIUNDERWEAR | PIGIAMIVedi TuttoPigiamiUnderwearCalziniACCESSORIVisualizza tuttoBerretti | cappelliAccessoriPROFUMIVisualizza TuttoEmotionsCartoonsOur ClassicsSPECIAL PRICESSUMMER COLOURSDIVIDER_MENU_2JOIN LIFE COLLECTIONDIVIDER_MENU_13DIVIDER_MENU_21CARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldoNEONATA | 3 mesi - 5 ANNIDIVIDER_MENU_2NOVITÀSPECIAL COLLECTIONDIVIDER_MENU_8VESTITI | SALOPETTEVedi TuttoVestitiTuteMAGLIETTEVedi TuttoTinta unitaFantasiaLicenze®BasicsPacksGONNE | SHORTSVedi TuttoShortsGonneTuteTINTA UNITASTAMPATECOTONEDenimLEGGINGS | PANTALONIVedi TuttoLeggingsPantaloniTINTA UNITASTAMPATIBasicsFELPEVedi TuttoTinta unitaFantasiaBasicsGIUBBOTTICAMICIEVedi TuttoTINTA UNITASTAMPATEROMANTICHEMANICHE CORTE.MANICHE LUNGHEJEANSVedi TuttoSLIMPAPERBAGBAGGYShortsSalopetteNEW FITSBASICSVedi TuttoMaglietteLeggings | PantaloniFELPEMaglieGONNE | SHORTSAccessori | UnderwearScarpe | BorseTOTAL LOOKMAGLIERIAVedi TuttoMaglieCardigan E GiaccheVestiti E PantaloniBasicsCOSTUMISCARPEVisualizza tuttoSandaloScarpeSportiveBasicsSummer ShoesStivaliPelleDIVIDER_MENU_2Special pricesBORSE | ZAINIACCESSORIVedi TuttoBerretti | CappelliAccessori per capelliACCESSORIBigiotteriaUNDERWEAR E PIGIAMIVedi TuttoPigiamiIntimo | BodyCalzini E CalzeLICENZEDENIMPROFUMIVisualizza TuttoEmotionsCartoonsOur ClassicsSISTERSSUMMER IN THE CITYJOIN LIFE COLLECTIONDIVIDER_MENU_13DIVIDER_MENU_21CARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldoNEONATO | 3 mesi - 5 ANNIDIVIDER_MENU_2NOVITÀSUMMER CAPSULEDIVIDER_MENU_9MAGLIETTEVisualizza tuttoTinta unitaFantasiaManiche CorteManiche LungheSENZA MANICHELicenze®PACKBasicsBERMUDAVedi TuttoTinta unitaStampateDenimCOTONESETSALOPETTELEGGINGS | PANTALONIVedi TuttoLeggingsPantaloniTINTA UNITASTAMPATISALOPETTEJoggersFELPEVisualizza tuttoTinta unitaFantasiaHoodieJacketsSweatshirtsCompletiLICENZEGIUBBOTTICAMICIEVisualizza tuttoMANICHE CORTEMANICHE LUNGHEDENIMOVERSHIRTSJEANSVedi TuttoSKINNYREGULARSLIMBAGGYSALOPETTEBASICSVedi tuttoMaglietteTopsBermudaPantaloniMaglieriaAccessori | UnderwearScarpe | BorseMAGLIERIAVedi TuttoMaglieCardigan E GiacchePantaloni | BermudaBasicsTOTAL LOOKSPORTSSALOPETTECOSTUMIScarpeVisualizza tuttoSandaloScarpeSportiveBasicsSummer ShoesStivaliPelleDIVIDER_MENU_2Special pricesZainiUNDERWEAR | PIGIAMIVedi TuttoPigiamiIntimo | BodyCalzini | CalzeACCESSORIVedi TuttoBerretti | CappelliAccessoriPROFUMIVisualizza TuttoEmotionsCartoonsOur ClassicsLICENZEDENIMTIE DYE COLLECTIONSUMMER CAMPJOIN LIFE COLLECTIONDIVIDER_MENU_13DIVIDER_MENU_21CARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldoMINI | 0-12 mesiDIVIDER_MENU_5DAD´SMORNING!JONAH, SOESJA & JESSELUNA  & THAMMY COSMO & ANJARUMI & TIGER DIVIDER_MENU_11FELPEABITI | PAGLIACCETTIMAGLIETTE | CAMICIEBODYSUITSVEDI TUTTOOUTDOORUNDERWEARMAGLIERIAVedi TuttoPremium KnitTopsPantaloniSALOPETTE | TUTEACCESSORIBASICSSALOPETTE | TUTEPANTALONITOTAL LOOKSCARPE | SCARPINEUNDERWEAR | PIGIAMIVedi TuttoPigiamiBodyCalzini | CalzeACCESSORIJOIN LIFE COLLECTIONDIVIDER_MENU_13DIVIDER_MENU_21CARTA REGALOE-Carta RegaloCarta RegaloAttiva cartaConsulta saldoNOVITÀPYJAMAS CAPSULENEWZARA SRPLSCAMPAIGNEditorialCollectionZARASERIES;;
