ID;TAG NAME;URL;NOME FILE;NOME ATTUALE;TESTO ALT;HREF;TESTO NEL TAG;FORMATO;STATUS
1323;h2;;;;;;Menù categorie;;
1324;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-vestiti-l108.html;VESTITI | SALOPETTE;;
1325;a;;;;;https://www.zara.com/it/it/uomo-maglieria-l681.html;MAGLIERIA;;
1326;ul;;;;;;Visualizza TuttoMaglieGiletCardiganManiche Corte;;
1327;a;;;;;https://www.zara.com/it/it/uomo-maglieria-l681.html;Visualizza Tutto;;
1328;a;;;;;#;COLLECTION;;
1329;li;;;;;;Pince;;
1330;a;;;;;https://www.zara.com/it/it/donna-pantaloni-plissettato-l1352.html;Pince;;
1331;li;;;;;;Joggers;;
1332;a;;;;;https://www.zara.com/it/it/donna-pantaloni-joggers-l1346.html;Joggers;;
1333;a;;;;;https://www.zara.com/it/it/woman-beauty-lips-refill-l4430.html;REFILL;;
1334;li;;;;;;Slim;;
1335;a;;;;;https://www.zara.com/it/it/kids-boy-basics-sweatshirt-l3887.html;Felpe;;
1336;a;;;;;https://www.zara.com/it/it/kids-boy-basics-tshirts-l3880.html;Magliette;;
1337;a;;;;;https://www.zara.com/it/it/kids-boy-basics-trousers-l3882.html;Pantaloni;;
1338;li;;;;;;Accessori | Underwear;;
1339;a;;;;;https://www.zara.com/it/it/bambini-bambino-pantaloni-casual-l278.html;CASUAL;;
1340;a;;;;;https://www.zara.com/it/it/bambini-bambino-pantaloni-joggers-l284.html;JOGGER;;
1341;li;;;;;;CARGO;;
1342;a;;;;;https://www.zara.com/it/it/kids-boy-trousers-cargo-l4217.html;CARGO;;
1343;li;;;;;;FORMALE;;
1344;script;https://cdn.cookielaw.org/scripttemplates/otSDKStub.js;otSDKStub.js;;;;;;
1345;script;https://static.zara.net/stdstatic/1.215.0-b.57/vendor/modernizr/modernizr-1437488072963.js;modernizr-1437488072963.js;;;;;;
1346;img;https://static.zara.net/photos///2021/I/0/3/p/6068/126/300/2/w/222/6068126300_6_1_1.jpg?ts=1622457938726;6068126300_6_1_1.jpg?ts=1622457938726;;VESTITO CHEMISIER CON BIKINI;;;.jpg;200
1347;a;;;;;https://www.zara.com/it/it/tuta-waffle-con-ricamo-p01165796.html;;;
1348;a;;;;;https://www.zara.com/it/it/tuta-waffle-con-ricamo-p01165796.html;TUTA WAFFLE CON RICAMO;;
1349;span;;;;;;TUTA WAFFLE CON RICAMO;;
1350;li;;;;;;VESTITO FELPA SCRITTA14,95 EURVESTITO FELPA SCRITTA14,95 EUR;;
1351;li;;;;;;VESTITO FELPA SCRITTA14,95 EUR;;
1352;a;;;;;https://www.zara.com/it/it/vestito-felpa-scritta-p01165708.html;;;
1353;a;;;;;https://www.zara.com/it/it/vestito-felpa-scritta-p01165708.html;VESTITO FELPA SCRITTA;;
1354;span;;;;;;VESTITO FELPA SCRITTA;;
1355;li;;;;;;TUTA DENIM WORKER29,95 EURTuta in denim con colletto a revers e maniche corte. Chiusura con bottoni a pressione frontali. Dettaglio di elastico in vita. Tasche anteriori e posteriori.;;
1356;a;;;;;https://www.zara.com/it/it/tuta-denim-worker-p06045610.html;TUTA DENIM WORKER;;
1357;img;https://static.zara.net/photos///2021/I/0/3/p/1381/623/330/103/w/222/1381623330_1_1_1.jpg?ts=1622201931226;1381623330_1_1_1.jpg?ts=1622201931226;;VESTITO UNCINETTO;;;.jpg;200
1358;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-MdCn.a4c693ff.ttf;NeueHelveticaforZara-MdCn.a4c693ff.ttf;;;;;;403
1359;ul;;;;;;EditorialCollezione;;
1360;li;;;;;;Editorial;;
1361;a;;;;;https://www.zara.com/it/it/donna-studio-mkt1317.html;Editorial;;
1362;ul;;;;;;Vedi TuttoLeggingsPantaloniTINTA UNITASTAMPATIBasics;;
1363;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-pantaloni-l160.html;Vedi Tutto;;
1364;a;;;;;https://www.zara.com/it/it/kids-babygirl-trousers-leggings-l3120.html;Leggings;;
1365;a;;;;;https://www.zara.com/it/it/kids-babygirl-trousers-trousers-l3121.html;Pantaloni;;
1366;a;;;;;https://www.zara.com/it/it/kids-babygirl-trousers-plain-l4472.html;TINTA UNITA;;
1367;a;;;;;https://www.zara.com/it/it/bambini-bambino-scarpe-sneakers-l256.html;Sportive;;
1368;a;;;;;https://www.zara.com/it/it/bambini-bambino-scarpe-sneakers-alte-l247.html;Sneaker Stivaletto;;
1369;a;;;;;https://www.zara.com/it/it/bambini-bambino-scarpe-stivali-l245.html;Stivali;;
1370;a;;;;;https://www.zara.com/it/it/bambini-bambino-scarpe-pelle-l250.html;Pelle;;
1371;a;;;;;https://www.zara.com/it/it/bambini-bambino-prezzi-speciali-l263.html;Special prices;;
1372;a;;;;;https://www.zara.com/it/it/bambini-bambino-zaini-l197.html;BORSE | ZAINI;;
1373;ul;;;;;;Visualizza tuttoZainiMarsupi e tracolle;;
1374;li;;;;;;Denim;;
1375;a;;;;;https://www.zara.com/it/it/donna-shorts-denim-l1710.html;Denim;;
1376;li;;;;;;Bermuda;;
1377;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-join-life-l37.html;Neonato;;
1378;a;;;;;https://www.zara.com/it/it/bambini-neonato-join-life-l494.html;Mini;;
1379;li;;;;;;IMPEGNI;;
1380;a;;;;;https://www.zara.com/it/it/z-impegno-mkt1390.html;IMPEGNI;;
1381;li;;;;;;FORNITORI;;
1382;a;;;;;https://www.zara.com/it/it/sostenibilita-fornitori-mkt1456.html;FORNITORI;;
1383;li;;;;;;PRODOTTI;;
1384;a;;;;;https://www.zara.com/it/it/sostenibilita-prodotti-mkt1455.html;PRODOTTI;;
1385;li;;;;;;CURA DELL'ABBIGLIAMENTO;;
1386;a;;;;;https://www.zara.com/it/it/sustainability-clothing-care-mkt3129.html;CURA DELL'ABBIGLIAMENTO;;
1387;a;;;;;#main;Vedi Tutto;;
1388;span;;;;;;© All rights reserved;;
1389;div;;;;;;Zara Italia srl P.IVA 11209550158;;
1390;div;;;;;;EliminaChiudi;;
1391;button;;;;;;Elimina;;
1392;li;;;;;;Co-ord Sets;;
1393;a;;;;;https://www.zara.com/it/it/donna-maglieria-neutro-l1733.html;Co-ord Sets;;
1394;li;;;;;;FELPE;;
1395;a;;;;;https://www.zara.com/it/it/donna-felpe-l1320.html;FELPE;;
1396;li;;;;;;JEANS;;
1397;li;;;;;;COSTUMI | MARE;;
1398;a;;;;;https://www.zara.com/it/it/woman-beauty-palette-l4429.html;Cheek Palette;;
1399;li;;;;;;Refill;;
1400;li;;;;;;Visualizza Tutto;;
1401;a;;;;;https://www.zara.com/it/it/woman-beauty-lips-l4238.html;Visualizza Tutto;;
1402;img;https://static.zara.net/photos///2021/V/0/3/p/1639/623/250/103/w/222/1639623250_1_1_1.jpg?ts=1617791736230;1639623250_1_1_1.jpg?ts=1617791736230;;TUTA DENIM GARMENT;;;.jpg;200
1403;a;;;;;https://www.zara.com/it/it/z-newsletter-nl1400.html;iscriviti alla nostra newsletter;;
1404;h2;;;;;;iscriviti alla nostra newsletter;;
1405;a;;;;;https://www.zara.com/it/it/kids-babygirl-skirts-jumpsuits-l4441.html;Tute;;
1406;li;;;;;;TINTA UNITA;;
1407;a;;;;;https://www.zara.com/it/it/kids-babygirl-skirts-plain-l4498.html;TINTA UNITA;;
1408;li;;;;;;STAMPATE;;
1409;a;;;;;https://www.zara.com/it/it/kids-babygirl-skirts-printed-l4499.html;STAMPATE;;
1410;li;;;;;;COTONE;;
1411;a;;;;;https://www.zara.com/it/it/kids-babygirl-skirts-cotton-l4500.html;COTONE;;
1412;a;;;;;https://www.zara.com/it/it/kids-babygirl-skirts-denim-l3913.html;Denim;;
1413;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-pantaloni-l160.html;LEGGINGS | PANTALONI;;
1414;li;;;;;;Maniche Lunghe;;
1415;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-MdCn.f787423e.eot;NeueHelveticaforZara-MdCn.f787423e.eot;;;;;;403
1416;img;https://static.zara.net/photos///2021/I/0/3/p/6068/126/300/105/w/222/6068126300_1_1_1.jpg?ts=1622201928289;6068126300_1_1_1.jpg?ts=1622201928289;;VESTITO CHEMISIER CON BIKINI;;;.jpg;200
1417;a;;;;;https://www.zara.com/it/it/donna-maglieria-top-l1167.html;Top in Maglia;;
1418;a;;;;;https://www.zara.com/it/it/donna-maglieria-vestiti-l1160.html;Vestiti;;
1419;li;;;;;;Cardigan | Giacche;;
1420;a;;;;;https://www.zara.com/it/it/donna-maglieria-cardigan-l1156.html;Cardigan | Giacche;;
1421;li;;;;;;"DONNANEWBEAUTYNEWCOLLECTIONView AllLabbraVisualizza TuttoLipstickRossetti liquidiREFILLEyesFaceVisualizza TuttoBronzerBlushCheek PaletteRefillNailsBRUSHESABOUTTHE FORMULASTHE SYSTEMSTORIESON THE LINETHE CALLSUPREMETIE DYECHROMATHE NEW ORDERNIGHT VISION ;)PUREVR STORECOLLECTIONMUST HAVEDIVIDER_MENU_11BLAZERSVESTITIVisualizza TuttoMiniMidiMaxiSenza ManicheChemisierSALOPETTETOPSCAMICIEVisualizza TuttoCamicieBlusaMAGLIETTEVisualizza TuttoManiche CorteBasicCroppedSenza ManicheManiche LungheLicenzeMAGLIERIAVisualizza TuttoTop in MagliaVestitiCardigan | GiaccheMaglieGiletBasicCo-ord SetsFELPEJEANSVisualizza TuttoVita AltaVita MediaLarghiA SigarettaMom FitDrittiFlaredBaggyPANTALONIVisualizza TuttoPinceJoggersMorbidiLeggingsSHORTSVisualizza TuttoCasualDenimBermudaGONNEVisualizza TuttoMiniMidiCOSTUMI | MAREGIACCHE Visualizza TuttoGiaccheGiacche CamiciaCAPPOTTI | TRENCHVisualizza TuttoCappottiTrenchTAILLEURSET COORDINATISCARPEVisualizza TuttoParty ShoesSandali BasseSandali TaccoScarpe SportiveScarpe BasseScarpa TaccoStivali | StivalettiScarpe in PelleSpecial PricesBORSEVisualizza TuttoBorse imbottitePelleTracolleBorse a spallaBorse grandi Borse PiccoleSpecial PricesACCESSORIVisualizza TuttoBigiotteriaVisualizza TuttoBraccialettiOrecchiniFoulardBerretti | CappelliCARTOLERIAPET COLLECTIONINTIMOVisualizza TuttoReggiseniSlipPigiamiAccessoriPROFUMIProfumiVisualizza TuttoEmotionsDayNightWeekendSeasonalZARA EMOTIONSCandeleSPECIAL PRICESVisualizza Tutto CollectionScarpe | BorseJOIN LIFE COLLECTIONNew InCapispallaVestiti | SalopetteCamicie | TopsMaglieriaMaglietteFelpePantaloniJeansGonne | ShortsScarpe | BorseCARTA REGALOE-carta RegaloCarta RegaloAttiva CartaConsulta SaldoINTIMOCAMPAIGNEditorialCollezioneZARASERIESZARA SRPLS";;
1422;a;;;;;https://www.zara.com/it/it/donna-mkt1000.html;DONNA;;
1423;span;;;;;;DONNA;;
1424;ul;;;;;;"NEWBEAUTYNEWCOLLECTIONView AllLabbraVisualizza TuttoLipstickRossetti liquidiREFILLEyesFaceVisualizza TuttoBronzerBlushCheek PaletteRefillNailsBRUSHESABOUTTHE FORMULASTHE SYSTEMSTORIESON THE LINETHE CALLSUPREMETIE DYECHROMATHE NEW ORDERNIGHT VISION ;)PUREVR STORECOLLECTIONMUST HAVEDIVIDER_MENU_11BLAZERSVESTITIVisualizza TuttoMiniMidiMaxiSenza ManicheChemisierSALOPETTETOPSCAMICIEVisualizza TuttoCamicieBlusaMAGLIETTEVisualizza TuttoManiche CorteBasicCroppedSenza ManicheManiche LungheLicenzeMAGLIERIAVisualizza TuttoTop in MagliaVestitiCardigan | GiaccheMaglieGiletBasicCo-ord SetsFELPEJEANSVisualizza TuttoVita AltaVita MediaLarghiA SigarettaMom FitDrittiFlaredBaggyPANTALONIVisualizza TuttoPinceJoggersMorbidiLeggingsSHORTSVisualizza TuttoCasualDenimBermudaGONNEVisualizza TuttoMiniMidiCOSTUMI | MAREGIACCHE Visualizza TuttoGiaccheGiacche CamiciaCAPPOTTI | TRENCHVisualizza TuttoCappottiTrenchTAILLEURSET COORDINATISCARPEVisualizza TuttoParty ShoesSandali BasseSandali TaccoScarpe SportiveScarpe BasseScarpa TaccoStivali | StivalettiScarpe in PelleSpecial PricesBORSEVisualizza TuttoBorse imbottitePelleTracolleBorse a spallaBorse grandi Borse PiccoleSpecial PricesACCESSORIVisualizza TuttoBigiotteriaVisualizza TuttoBraccialettiOrecchiniFoulardBerretti | CappelliCARTOLERIAPET COLLECTIONINTIMOVisualizza TuttoReggiseniSlipPigiamiAccessoriPROFUMIProfumiVisualizza TuttoEmotionsDayNightWeekendSeasonalZARA EMOTIONSCandeleSPECIAL PRICESVisualizza Tutto CollectionScarpe | BorseJOIN LIFE COLLECTIONNew InCapispallaVestiti | SalopetteCamicie | TopsMaglieriaMaglietteFelpePantaloniJeansGonne | ShortsScarpe | BorseCARTA REGALOE-carta RegaloCarta RegaloAttiva CartaConsulta SaldoINTIMOCAMPAIGNEditorialCollezioneZARASERIESZARA SRPLS";;
1425;li;;;;;;NEW;;
1426;li;;;;;;Hoodies;;
1427;span;;;;;;VESTITO CON STRUTTURA INCROCIATA;;
1428;li;;;;;;VESTITO CON STRUTTURA INCROCIATA25,95 EURVESTITO TECNICO INCROCIATO25,95 EUR;;
1429;li;;;;;;TIK TOK;;
1430;a;;;;;https://www.tiktok.com/@zara;TIK TOK;;
1431;li;;;;;;INSTAGRAM;;
1432;a;;;;;https://www.instagram.com/zara/;INSTAGRAM;;
1433;li;;;;;;FACEBOOK;;
1434;a;;;;;https://www.facebook.com/Zara;FACEBOOK;;
1435;li;;;;;;TWITTER;;
1436;a;;;;;https://twitter.com/zarait;TWITTER;;
1437;li;;;;;;PINTEREST;;
1438;a;;;;;https://es.pinterest.com/zaraofficial;PINTEREST;;
1439;a;;;;;https://www.zara.com/it/it/bambini-bambino-accessori-berretti-l183.html;Berretti | cappelli;;
1440;a;;;;;https://www.zara.com/it/it/bambini-bambino-accessori-altro-l184.html;Accessori;;
1441;a;;;;;https://www.zara.com/it/it/donna-prezzi-speciali-l1314.html;Visualizza Tutto;;
1442;li;;;;;;Collection;;
1443;a;;;;;https://www.zara.com/it/it/donna-prezzi-speciali-l1314.html;Collection;;
1444;li;;;;;;Scarpe | Borse;;
1445;a;;;;;https://www.zara.com/it/it/donna-tshirt-cropped-l1368.html;Cropped;;
1446;a;;;;;https://www.zara.com/it/it/donna-tshirt-senza-maniche-l1382.html;Senza Maniche;;
1447;li;;;;;;Pelle;;
1448;a;;;;;https://www.zara.com/it/it/donna-borse-pelle-l1041.html;Pelle;;
1449;li;;;;;;Tracolle;;
1450;a;;;;;https://www.zara.com/it/it/donna-borse-tracolla-l1032.html;Tracolle;;
1451;li;;;;;;Borse a spalla;;
1452;a;;;;;https://www.zara.com/it/it/donna-borse-spalla-l1924.html;Borse a spalla;;
1453;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-tshirt-l162.html;Vedi Tutto;;
1454;a;;;;;https://www.zara.com/it/it/kids-babygirl-tshirts-plain-l3894.html;Tinta unita;;
1455;a;;;;;https://www.zara.com/it/it/kids-girl-perfumes-l4039.html;Visualizza Tutto;;
1456;a;;;;;https://www.zara.com/it/it/kids-girl-perfumes-emotions-l4159.html;Emotions;;
1457;li;;;;;;Cartoons;;
1458;a;;;;;https://www.zara.com/it/it/kids-girl-perfumes-licenses-l4160.html;Cartoons;;
1459;a;;;;;https://www.zara.com/it/it/man-trend-13-l1618.html;BRUSHES;;
1460;a;;;;;https://www.zara.com/it/it/uomo-trend-3-mkt625.html;ABOUT;;
1461;a;;;;;https://www.zara.com/it/it/man-trend-6-mkt1526.html;THE FORMULAS;;
1462;a;;;;;https://www.zara.com/it/it/uomo-trend-4-mkt836.html;THE SYSTEM;;
1463;a;;;;;https://www.zara.com/it/it/man-trend-14-mkt1619.html;STORIES;;
1464;a;;;;;https://www.zara.com/it/it/man-trend-15-mkt1620.html;ON THE LINE;;
1465;a;;;;;https://www.zara.com/it/it/vestito-chemisier-jeans-p04152600.html;VESTITO CHEMISIER JEANS;;
1466;div;;;;;;14,95 EUR;;
1467;li;;;;;;+1 COLOREVESTITO MIDI A RIGHE14,95 EUR+1 COLOREVESTITO MIDI FIORI14,95 EUR;;
1468;li;;;;;;+1 COLOREVESTITO MIDI A RIGHE14,95 EUR;;
1469;a;;;;;https://www.zara.com/it/it/vestito-midi-stampato-p06462700.html;VESTITO MIDI A RIGHE;;
1470;span;;;;;;VESTITO MIDI A RIGHE;;
1471;li;;;;;;+1 COLOREVESTITO MIDI FIORI14,95 EUR;;
1472;a;;;;;https://www.zara.com/it/it/vestito-midi-stampato-p06462700.html;VESTITO MIDI FIORI;;
1473;span;;;;;;VESTITO MIDI FIORI;;
1474;li;;;;;;NUOVOVESTITO IN DENIM CON ELASTICI25,95 EURNUOVOVESTITO IN DENIM CON ELASTICI25,95 EUR;;
1475;li;;;;;;NUOVOVESTITO IN DENIM CON ELASTICI25,95 EUR;;
1476;script;https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location;location;;;;;.jpg;200
1477;a;;;;;javascript:void(0);Dettagli dei cookie‎;;
1478;div;;;;;;Cookie di analisi  Cookie di analisi InattiviQuesti cookie ci consentono di quantificare le visite e analizzare l’origine del traffico per poter misurare e migliorare le prestazioni della nostra Piattaforma. Ci permettono di sapere quali pagine sono le più o le meno popolari e di vedere quante persone visitano il sito. Se l’utente non autorizza l’uso di questi cookie, non potremo sapere quando visita la nostra Piattaforma.Dettagli dei cookie‎;;
1479;div;;;;;;Cookie di analisi  Cookie di analisi Inattivi;;
1480;div;;;;;;Cookie di analisi Inattivi;;
1481;span;;;;;;Inattivi;;
1482;p;;;;;;Questi cookie ci consentono di quantificare le visite e analizzare l’origine del traffico per poter misurare e migliorare le prestazioni della nostra Piattaforma. Ci permettono di sapere quali pagine sono le più o le meno popolari e di vedere quante persone visitano il sito. Se l’utente non autorizza l’uso di questi cookie, non potremo sapere quando visita la nostra Piattaforma.;;
1483;div;;;;;;Cookie di funzionalità o personalizzazione  Cookie di funzionalità o personalizzazione InattiviQuesti cookie fanno in modo che la Piattaforma offra una migliore funzionalità e personalizzazione. Possono essere impostati da noi o da terze parti i cui servizi sono integrati nelle nostre pagine. Se l’utente non autorizza l’uso di questi cookie, alcuni dei nostri servizi non funzioneranno correttamente.Dettagli dei cookie‎;;
1484;div;;;;;;Cookie di funzionalità o personalizzazione  Cookie di funzionalità o personalizzazione Inattivi;;
1485;div;;;;;;Cookie di funzionalità o personalizzazione Inattivi;;
1486;p;;;;;;Questi cookie fanno in modo che la Piattaforma offra una migliore funzionalità e personalizzazione. Possono essere impostati da noi o da terze parti i cui servizi sono integrati nelle nostre pagine. Se l’utente non autorizza l’uso di questi cookie, alcuni dei nostri servizi non funzioneranno correttamente.;;
1487;script;https://www.googletagmanager.com/gtm.js?id=GTM-NK4BSSL;gtm.js?id=GTM-NK4BSSL;;;;;.jpg;200
1488;script;"data:text/javascript;base64,d2luZG93LnphcmEuYm9vdHN0cmFwQXBwbGljYXRpb24oKQ==";"javascript;base64,d2luZG93LnphcmEuYm9vdHN0cmFwQXBwbGljYXRpb24oKQ==";;;;;;
1489;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-BoldCn.908220b3.ttf;NeueHelveticaforZara-BoldCn.908220b3.ttf;;;;;;403
1490;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-tute-l120.html;Tute;;
1491;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-tshirt-l162.html;MAGLIETTE;;
1492;ul;;;;;;Vedi TuttoTinta unitaFantasiaLicenze®BasicsPacks;;
1493;li;;;;;;Vedi Tutto;;
1494;a;;;;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html;Vedi Tutto;;
1495;a;;;;;#main;Vai ai contenuti principali;;
1496;span;;;;;;Vai ai contenuti principali;;
1497;a;;;;;#sidebar;Passa al menù delle categorie;;
1498;a;;;;;https://www.zara.com/it/it/donna-gonne-mini-l1307.html;Mini;;
1499;a;;;;;https://www.zara.com/it/it/donna-gonne-midi-l1305.html;Midi;;
1500;img;https://static.zara.net/photos///2021/I/0/3/p/1329/071/300/2/w/222/1329071300_6_1_1.jpg?ts=1620379617728;1329071300_6_1_1.jpg?ts=1620379617728;;TUTA LINO MINIMAL;;;.jpg;200
1501;div;;;;;;Filter Button;;
1502;section;;;;;;Consent Leg.Interest checkbox label label checkbox label label checkbox label label33Across33AcrossView Third Party CookiesNamecookie name;;
1503;a;;;;;https://www.zara.com/it/it/donna-scarpe-borse-nuovi-arrivi-l1256.html;DONNA;;
1504;ul;;;;;;NEWSCARPEBORSE;;
1505;a;;;;;https://www.zara.com/it/it/donna-scarpe-borse-nuovi-arrivi-l1256.html;NEW;;
1506;li;;;;;;UOMONEWScarpeBorse;;
1507;a;;;;;https://www.zara.com/it/it/uomo-scarpe-borse-novita-l1994.html;UOMO;;
1508;ul;;;;;;NEWScarpeBorse;;
1509;a;;;;;https://www.zara.com/it/it/uomo-scarpe-borse-novita-l1994.html;NEW;;
1510;a;;;;;https://www.zara.com/it/it/uomo-scarpe-l769.html;Scarpe;;
1511;a;;;;;https://www.zara.com/it/it/uomo-borse-l563.html;Borse;;
1512;li;;;;;;BAMBININEWPASTEL COLLECTIONDIVIDER_MENU_2BAMBINAScarpeBorse | ZainiBAMBINOScarpeBorse | ZainiNEONATAScarpeBorse | ZainiNEONATOScarpeBorse | ZainiMINIDIVIDER_MENU_29SUMMER COLOURS;;
1513;img;https://static.zara.net/photos//mkt/misc/watermarks/joinlife-ss19-v2/joinlife-kids-large.svg?ts=1587055628000;joinlife-kids-large.svg?ts=1587055628000;;;;;.svg;200
1514;img;https://static.zara.net/photos///2021/V/0/3/p/4152/600/400/2/w/143/4152600400_6_1_1.jpg?ts=1611164082318;4152600400_6_1_1.jpg?ts=1611164082318;;VESTITO CHEMISIER JEANS;;;.jpg;200
1515;li;;;;;;SALOPETTE IN DENIM TIE-DYE25,95 EUR;;
1516;a;;;;;https://www.zara.com/it/it/salopette-in-denim-tie-dye-p05072611.html;;;
1517;a;;;;;https://www.zara.com/it/it/salopette-in-denim-tie-dye-p05072611.html;SALOPETTE IN DENIM TIE-DYE;;
1518;span;;;;;;SALOPETTE IN DENIM TIE-DYE;;
1519;li;;;;;;NUOVOSALOPETTE IN DENIM GARMENT DYE22,95 EUR;;
1520;a;;;;;https://www.zara.com/it/it/salopette-in-denim-garment-dye-p04302700.html;;;
1521;a;;;;;https://www.zara.com/it/it/salopette-in-denim-garment-dye-p04302700.html;SALOPETTE IN DENIM GARMENT DYE;;
1522;span;;;;;;SALOPETTE IN DENIM GARMENT DYE;;
1523;li;;;;;;VESTITO CHEMISIER CUT OUT22,95 EUR38% OFFVESTITO CHEMISIER A RIGHE25,95 EUR15,95 EURVESTITO CHEMISIER CUT OUT22,95 EUR;;
1524;li;;;;;;VESTITO CHEMISIER CUT OUT22,95 EUR;;
1525;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/NeueHelveticaforZara-Cn.0a264359.eot;NeueHelveticaforZara-Cn.0a264359.eot;;;;;;403
1526;a;;;;;https://www.zara.com/it/it/tuta-corta-militare-p07484600.html;TUTA CORTA MILITARE;;
1527;span;;;;;;TUTA CORTA MILITARE;;
1528;li;;;;;;TUTA SPORTY CON CAPPUCCIO25,95 EURTUTA SPORTY CON CAPPUCCIO25,95 EUR;;
1529;li;;;;;;TUTA SPORTY CON CAPPUCCIO25,95 EUR;;
1530;a;;;;;https://www.zara.com/it/it/tuta-sporty-con-cappuccio-p01639637.html;;;
1531;a;;;;;https://www.zara.com/it/it/tuta-sporty-con-cappuccio-p01639637.html;TUTA SPORTY CON CAPPUCCIO;;
1532;li;;;;;;VESTITO IN FELPA TOPOLINO © DISNEY22,95 EUR43% OFFVESTITO MINNIE © DISNEY22,95 EUR12,95 EURVESTITO VARSITY MINNI © DISNEY19,95 EUR;;
1533;li;;;;;;VESTITO IN FELPA TOPOLINO © DISNEY22,95 EUR;;
1534;a;;;;;https://www.zara.com/it/it/vestito-in-felpa-topolino---disney-p06208601.html;;;
1535;a;;;;;https://www.zara.com/it/it/vestito-in-felpa-topolino---disney-p06208601.html;VESTITO IN FELPA TOPOLINO © DISNEY;;
1536;li;;;;;;COSMO & ANJA;;
1537;a;;;;;https://www.zara.com/it/it/kids-newborn-trend-5-l4531.html;COSMO & ANJA;;
1538;li;;;;;;RUMI & TIGER;;
1539;a;;;;;https://www.zara.com/it/it/kids-newborn-trend-6-l4532.html;RUMI & TIGER;;
1540;a;;;;;https://www.zara.com/it/it/bambini-neonato-felpe-l519.html;FELPE;;
1541;li;;;;;;ABITI | PAGLIACCETTI;;
1542;a;;;;;https://www.zara.com/it/it/bambini-neonato-vestiti-l488.html;ABITI | PAGLIACCETTI;;
1543;li;;;;;;MAGLIETTE | CAMICIE;;
1544;a;;;;;https://www.zara.com/it/it/bambini-neonato-tshirt-l526.html;MAGLIETTE | CAMICIE;;
1545;li;;;;;;BODYSUITS;;
1546;a;;;;;https://www.zara.com/it/it/vestito-plissettato-sporty-p01639620.html;;;
1547;a;;;;;https://www.zara.com/it/it/vestito-plissettato-sporty-p01639620.html;VESTITO PLISSETTATO SPORTY;;
1548;span;;;;;;VESTITO PLISSETTATO SPORTY;;
1549;li;;;;;;VESTITO BABYDOLL CON CUCITURE25,95 EURVESTITO BABYDOLL CON CUCITURE25,95 EUR;;
1550;li;;;;;;VESTITO BABYDOLL CON CUCITURE25,95 EUR;;
1551;a;;;;;https://www.zara.com/it/it/vestito-babydoll-con-cuciture-p01109211.html;;;
1552;a;;;;;https://www.zara.com/it/it/vestito-babydoll-con-cuciture-p01109211.html;VESTITO BABYDOLL CON CUCITURE;;
1553;span;;;;;;VESTITO BABYDOLL CON CUCITURE;;
1554;li;;;;;;TUTA LUNGA A COSTE17,95 EURTUTA LUNGA A COSTE17,95 EUR;;
1555;li;;;;;;TUTA LUNGA A COSTE17,95 EUR;;
1556;;https://www.zara.com/it/it/bambini-bambina-vestiti-l360.html/static/media/Apercu.ea2fc91b.eot?#iefix;Apercu.ea2fc91b.eot?#iefix;;;;;;403
1557;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-maglieria-l122.html;Vedi Tutto;;
1558;a;;;;;https://www.zara.com/it/it/kids-babygirl-knitwear-sweaters-l3901.html;Maglie;;
1559;a;;;;;https://www.zara.com/it/it/kids-babygirl-knitwear-cardigan-l3117.html;Cardigan E Giacche;;
1560;li;;;;;;Vestiti E Pantaloni;;
1561;a;;;;;https://www.zara.com/it/it/kids-babygirl-knitwear-dresses-trousers-l3902.html;Vestiti E Pantaloni;;
1562;a;;;;;https://www.zara.com/it/it/kids-babygirl-knitwear-basics-l4147.html;Basics;;
1563;a;;;;;https://www.zara.com/it/it/bambini-bambina-neonata-moda-mare-l103.html;COSTUMI;;
1564;a;;;;;https://www.zara.com/it/it/kids-babyboy-sweatshirts-sweatshirts-l3231.html;Sweatshirts;;
1565;li;;;;;;Completi;;
1566;a;;;;;https://www.zara.com/it/it/kids-babyboy-sweatshirts-sets-l4457.html;Completi;;
1567;a;;;;;https://www.zara.com/it/it/kids-babyboy-editorial-new-l30.html;TIE DYE COLLECTION;;
1568;li;;;;;;SUMMER CAMP;;
1569;a;;;;;https://www.zara.com/it/it/kids-babyboy-trend-9-l2362.html;SUMMER CAMP;;
1570;a;;;;;https://www.zara.com/it/it/bambini-bambino-neonato-join-life-l37.html;JOIN LIFE COLLECTION;;
